Years of Education,Weekly Working Hours,Age,English Proficiency,Residence Area,Monthly Income (MXN)
13,58,44,2,0,37296.18478022928
13,39,34,2,1,32577.697592553013
10,21,33,2,1,21354.44797527271
14,60,23,5,1,33611.75547262658
17,38,24,1,0,33517.188306815406
10,56,31,4,0,29944.507397232454
18,37,55,5,1,37933.58518245903
10,35,57,3,1,29929.23806347142
11,23,32,3,1,24256.234069829872
15,31,64,5,0,33692.54788748158
14,48,64,5,1,35600.686899683096
20,26,50,1,1,37136.18608362007
16,33,60,3,0,35011.65114310158
16,31,44,4,1,33494.42644978484
14,54,46,2,1,37216.160755819066
20,24,54,2,1,40001.60106068691
19,36,22,1,1,36180.54982011383
18,51,46,1,0,39349.52562064743
11,29,49,3,1,26726.030322854516
11,36,23,4,0,21894.0003906256
9,24,19,4,1,19564.275126501125
15,28,23,5,0,32631.107450152496
13,52,63,1,1,35799.29901726581
12,55,60,2,1,35318.6432432181
18,55,21,2,0,40176.18547367541
12,37,46,3,1,27229.536678432498
12,28,42,2,1,31314.979867235565
14,48,26,4,0,32384.869167947232
16,33,20,4,1,32593.302134192523
16,44,43,1,1,35788.7537121601
13,34,60,3,1,34576.13073406387
14,25,44,2,1,27482.640273508714
12,48,53,1,1,35504.5956639528
20,34,49,5,0,41091.40335158049
19,48,18,5,0,38832.939642603815
17,23,33,2,1,32144.49620972691
16,37,28,2,1,37817.29714958863
18,58,43,2,0,39690.4454016871
20,35,57,4,0,41630.33115367149
18,30,18,2,0,32218.46434333698
9,33,43,5,0,20774.929131497876
10,22,45,2,0,26510.573890341875
17,57,26,3,0,39445.74379153223
16,37,61,5,1,35178.31086200246
11,39,39,3,1,29858.17770482891
16,44,25,5,1,34498.631998720324
20,57,59,1,1,46006.866440177735
9,32,44,5,1,25450.762530367712
18,23,56,5,0,36355.62257522174
12,33,36,3,0,26274.44793677737
11,52,42,3,0,32490.804639700487
14,47,55,5,0,35617.26161992844
15,56,38,5,0,38992.81010596737
12,27,41,4,0,26694.354802913065
15,53,41,1,1,39238.04623489215
17,24,36,1,1,33928.05988345554
19,24,64,2,0,41818.728613202715
10,50,19,5,1,28953.300855858542
19,28,31,5,0,39672.50349115367
11,51,49,5,1,31736.57449745119
13,52,59,5,0,36565.44042092942
11,22,49,1,0,25338.547701727653
19,49,45,3,1,41004.591182489
16,31,56,4,0,39806.594466963834
20,48,57,3,1,43795.790411806935
18,22,59,3,1,39109.7350184495
16,45,64,1,0,40851.624668840144
16,49,57,4,0,39862.10593708811
20,28,30,5,0,38290.02279542487
20,45,29,1,1,41609.915139740275
17,21,25,1,1,30885.84112461903
12,22,32,4,0,25788.883639034477
13,23,43,2,0,26037.227213198905
13,44,29,1,0,32694.50511275132
16,32,60,3,0,35942.92403733659
15,58,63,3,0,38475.9579175691
17,54,44,5,0,38147.117329408255
16,42,35,1,0,35636.19843444427
10,28,62,5,1,26605.766001067146
18,21,53,1,1,35463.87165872186
20,60,44,4,0,47404.80818056765
12,50,26,1,0,31296.884942112818
14,21,56,2,1,30913.54666156159
20,51,18,3,0,40148.07739897063
10,37,24,4,1,23319.97190166141
15,32,43,3,1,30406.819549744298
11,24,24,5,0,23317.25955629165
11,29,24,4,1,25821.483614036366
19,44,25,2,1,37377.86292645116
10,53,33,3,0,27777.680902363405
19,56,20,1,0,41594.20349125234
16,49,62,1,1,41118.48738323687
14,26,27,1,0,25946.202179144442
9,25,24,4,1,25339.79633544702
20,22,38,2,1,39705.20704781245
9,32,54,2,1,24101.89163941569
15,22,48,2,1,29559.307259039415
16,45,40,3,1,37567.32680330922
13,43,44,4,1,33443.89866093496
20,25,39,1,0,36919.46542972707
19,31,56,3,0,38071.75350869265
13,55,44,2,0,33113.10661565764
12,21,21,1,0,24429.027855123222
14,30,41,4,1,31254.373021631574
14,58,40,5,1,40928.66169840048
11,53,36,2,1,26370.130849562232
17,45,59,2,1,39056.60004914304
20,37,20,2,1,38341.67457073801
19,40,44,2,0,41872.93252614239
15,55,20,1,0,36553.341712672045
9,59,45,4,0,29400.812129177822
15,41,34,3,1,37121.74081546808
13,49,48,1,1,31867.72061435174
13,49,27,4,0,30608.152145817778
10,27,39,3,1,21668.986863412996
12,53,47,2,1,33006.7908839805
20,28,38,4,0,38736.57818921591
14,39,53,2,1,35672.475006268876
18,59,40,4,0,46506.99494790175
19,44,55,5,0,45781.10146358294
15,38,29,2,0,30554.325069287865
19,24,42,2,0,37606.71972905135
13,30,37,2,1,30748.760955819198
17,34,59,1,1,39536.906019397735
11,27,24,3,1,28928.835918308305
9,38,46,2,0,25260.35553603814
12,42,46,2,1,31156.18465475449
17,46,30,1,0,42181.6785486129
12,59,20,1,1,32639.833763131774
10,51,19,5,1,25905.807492213225
18,45,33,4,0,37350.41534590087
13,46,47,2,1,33818.149235153796
11,38,55,4,0,31733.209377939922
20,48,23,1,0,44007.52530017964
17,58,62,1,1,41555.70152092152
12,60,24,5,1,32606.556572081892
14,52,22,3,1,32698.30920329557
10,38,24,1,1,24704.126800792445
14,56,51,2,0,39111.14079120362
11,38,49,5,0,28900.16717795549
20,52,30,3,1,44704.94509087873
20,35,47,5,1,43064.855004922734
17,42,42,1,1,36878.058418200955
19,26,38,3,0,39957.867652034016
10,45,38,4,1,25609.527158799607
20,51,45,3,0,42173.19177775982
20,31,37,2,1,38944.97812438997
17,27,51,4,1,34049.831853602984
13,24,22,4,0,27710.608185561876
16,47,35,2,0,42026.99973625654
10,24,56,4,1,27656.13051477854
14,45,60,1,0,34366.02290531625
11,24,28,3,0,22103.985637937087
20,41,34,3,1,43554.93931739035
20,34,62,2,0,40632.53039626048
18,32,39,1,0,35330.394398863835
13,47,54,4,1,35038.13739277115
20,52,37,3,1,43016.223389196464
16,42,63,3,0,38938.665548900564
18,52,23,3,1,39038.93427982465
9,37,51,3,0,25944.24930657872
13,49,31,5,0,34148.83229596546
11,45,40,2,0,30743.039725785766
12,35,37,4,1,30534.003098549765
10,32,30,4,0,25678.54294077219
17,58,64,2,0,44916.85740099948
11,52,61,1,0,32995.646020694265
10,45,58,2,1,26891.039281425197
18,20,49,3,1,35685.2709320018
19,57,43,3,1,44831.85383677326
17,21,31,2,0,32948.44189625761
15,25,53,2,0,33639.80950722186
14,57,25,4,1,39021.95299231822
9,43,57,4,0,26796.967073493975
13,37,39,5,0,29990.289719768334
20,46,39,5,0,45517.371806320545
19,60,33,3,0,44049.14096204854
19,27,44,5,1,39209.29576313146
11,47,27,5,1,27416.36627514237
9,29,42,1,1,22035.085633939405
12,36,48,2,0,27585.857060881903
10,48,38,4,0,28744.780869395247
10,25,44,5,1,22442.81492293528
11,33,34,4,1,24297.255004590806
16,41,50,5,1,38522.09313836955
16,25,48,5,0,32530.522543259292
20,45,59,3,1,42499.52011863759
15,58,43,1,0,35793.272631312124
14,31,38,2,1,32823.445771302926
17,54,53,2,0,41386.998433118606
12,33,18,3,0,25601.33926626673
20,41,21,3,1,40642.923697385886
9,42,21,2,0,24152.54711061414
16,26,43,2,0,32441.330346148447
15,59,21,1,1,35732.634706185374
15,44,26,5,1,35361.45936416418
11,32,47,1,1,29249.546414946668
12,40,62,2,0,30523.621729147624
18,60,21,5,0,43659.34790998455
17,29,22,2,1,37518.114779600495
14,28,62,1,1,32217.299891997634
13,34,40,1,0,29669.358533706778
11,21,33,1,1,22203.547339502667
17,44,39,5,1,36862.8240347366
13,32,54,4,0,31946.943523482234
13,53,25,4,0,37233.90779315912
12,53,50,2,1,35056.67943687491
12,54,55,5,0,33635.722940014995
20,57,60,3,0,46550.54558723189
9,22,33,4,1,19872.28612941597
15,25,22,5,1,31819.795317068787
17,38,33,5,1,35913.53296318728
11,22,24,4,0,24208.53841333553
20,37,18,5,1,38726.506054392084
10,58,26,5,0,33436.08502355633
11,28,35,4,1,24531.623268979078
9,31,62,1,0,24493.28873741616
14,24,64,2,0,31236.55920658126
19,22,20,3,1,35748.01978385997
19,30,41,2,0,41469.38914150901
15,49,45,1,1,37652.33515976664
19,23,27,1,1,37213.15155996212
19,24,26,5,0,37035.16090131042
10,20,30,2,0,18669.96673587698
16,46,52,1,0,38367.72394292874
14,47,40,2,1,33765.81870836463
12,48,64,1,1,33717.53741733729
13,37,34,3,1,28654.29379945233
16,31,63,1,1,38236.61563475527
11,32,24,2,1,25396.946834173516
11,60,33,5,1,31884.8638899408
19,21,57,2,0,38105.536554282146
12,56,53,4,1,33241.39997048925
9,35,37,2,1,20635.91768945968
17,43,41,3,1,38743.368036534164
16,54,64,3,1,41427.171091526834
16,41,22,3,0,35468.48355814528
18,55,62,1,0,44344.62768011697
14,30,23,3,0,27141.420372286564
15,48,45,2,1,35010.40678009252
14,54,22,5,1,36678.90683179106
17,34,56,3,1,38537.872324142016
11,50,55,2,0,33606.43254040788
11,60,19,1,1,32237.832786554583
11,35,60,1,1,27532.544621631918
18,29,56,5,0,37718.99026677869
11,51,38,5,0,31862.02657546312
17,21,57,2,1,33768.929845971
20,43,54,5,0,43183.510216535986
12,42,35,5,1,28861.266239007542
15,21,63,1,1,31523.764615604698
17,57,29,2,0,39539.70254927982
19,50,34,5,1,40928.33580723571
20,59,54,2,0,46402.90853391701
15,45,63,3,0,38336.92670223192
17,48,55,1,1,42596.176382995574
20,22,32,1,0,39129.15807939788
11,33,24,1,1,25852.818831344273
12,44,31,4,1,33178.757662904616
16,20,18,2,0,31118.01631426785
14,22,55,3,0,32509.000735354628
13,45,20,5,0,30173.902176506508
12,37,54,3,1,30026.770062777407
16,28,61,2,1,36452.06132719139
9,57,48,1,1,31512.43176643813
17,42,60,4,1,40248.88667219434
9,40,30,2,1,23233.682893573692
16,20,35,2,1,28932.802712692697
12,40,34,5,1,26236.94619686069
17,46,34,3,0,38185.0942958948
19,25,28,3,1,37931.924738923735
13,55,37,5,1,29593.877629659117
11,47,27,4,0,27385.05291072171
17,36,46,1,1,35758.74327011422
19,59,51,1,1,46158.53209458095
17,22,34,4,0,31966.383334095706
12,31,59,5,1,27639.091650810755
19,58,30,2,0,41882.027903329676
12,31,61,3,1,28768.60205954341
20,21,64,2,1,40625.97838780343
16,41,56,3,0,37370.41620982805
10,42,44,2,0,28684.962881536943
17,49,43,5,1,39587.49920232637
14,24,45,5,1,32329.93497038009
17,28,30,4,0,33204.11758012942
16,40,29,2,1,36140.21183967656
15,30,61,2,0,35235.70183642893
9,24,45,4,0,22209.20406069394
20,54,19,4,0,44075.968021431254
11,46,54,5,1,29495.55231771457
19,21,51,5,1,40279.67338443026
10,43,40,2,1,26047.255563519106
13,50,62,5,0,33018.70412211146
13,52,46,5,1,31662.523955529665
13,58,52,2,0,36482.18157296919
12,49,28,4,0,29471.669494152044
13,56,50,2,1,36062.47955606313
11,47,28,1,1,26494.637044820513
20,50,26,2,0,43573.969268603236
9,30,31,1,1,22968.133487616662
13,42,26,2,0,29585.02645772834
17,21,56,1,1,36549.70749361826
17,59,20,1,0,40450.11959678193
12,60,46,2,1,34784.151290261194
11,46,36,5,0,31074.56407299091
9,54,53,3,1,31820.997974471557
10,21,49,5,0,22522.88636463354
16,58,24,1,0,40264.91259335432
9,56,45,2,0,27401.864003640232
16,40,61,2,0,39643.0810021658
15,24,35,2,0,32694.419815851266
16,40,22,2,0,33850.69641049047
20,48,40,3,1,43493.47349357217
14,39,39,4,0,32101.94309022628
20,57,43,1,0,44051.18097108902
17,39,59,3,1,37924.43442838349
11,44,29,5,1,29193.23814255844
18,21,57,4,0,38611.39168020625
12,51,36,4,1,31771.124822856484
14,45,64,2,1,34379.779949075404
16,25,18,3,0,28507.51441981434
13,60,20,5,0,33287.76520354155
11,22,44,2,1,24244.811281413706
14,52,35,2,1,37272.42662808502
12,20,47,1,1,25295.426525508476
17,24,19,4,1,33394.75863918192
11,32,22,5,1,23858.767951927937
12,38,46,4,1,29633.003277108302
15,31,50,3,0,34044.29081732454
15,44,59,1,1,38239.16565537002
20,54,37,2,0,45345.119955865375
20,31,47,1,0,39780.241748844535
12,49,59,2,1,33900.69518350271
14,24,22,1,0,27250.427620880855
20,53,38,2,1,41537.456266021756
11,41,32,4,0,28357.85486665217
14,58,37,4,1,38825.4092337457
20,32,25,4,0,41988.36690791304
10,22,48,4,1,24834.768736275855
16,39,29,1,0,35203.85052401852
10,50,38,2,1,23561.33705814432
19,24,47,4,0,43454.65569510248
15,43,44,1,0,38361.936915809776
17,59,61,2,0,44918.271828792116
9,52,43,1,1,28343.995111380253
16,27,50,4,1,29938.309257272194
15,43,43,3,1,35764.61089828096
14,39,43,1,1,33163.53666281815
14,35,53,4,1,30481.48498477976
14,31,57,5,0,33796.323741261534
17,32,18,2,1,36173.227739616734
10,58,32,4,1,30481.12438894633
9,44,18,5,0,24774.580270222308
20,51,28,1,1,43802.98786347286
14,43,19,1,1,30854.457412802156
18,28,18,5,1,35916.67470883443
19,59,48,5,1,48147.590171479445
16,42,61,2,1,38582.521047117705
11,32,33,1,1,24689.257023216804
20,51,39,5,0,41328.93967493046
18,34,59,3,1,40701.89505357585
9,55,35,3,1,29228.437026289823
17,24,64,5,1,37427.89198107336
9,41,34,2,0,24628.75522081494
11,35,47,1,0,28754.25654244325
16,60,27,3,0,37628.77877793463
11,29,52,5,0,26078.426763698943
12,43,38,5,1,28407.40385305145
16,37,33,4,0,32728.22375756667
9,37,23,5,1,24260.883043289494
14,26,20,2,1,27661.46115129474
9,23,58,3,1,22537.221561152826
9,45,60,4,0,25776.172943015332
16,24,38,3,1,33942.12331688754
19,35,30,3,0,40639.488656395486
12,54,35,2,1,30251.72251243161
20,45,41,5,0,42850.6857205236
9,37,44,2,0,23434.87532610328
18,48,21,5,1,38416.428525973024
15,42,39,4,1,36015.81416047821
13,33,41,2,1,33436.67525401555
13,34,57,2,0,31105.935949687155
9,52,62,1,0,31499.825369953596
18,44,27,2,0,39948.65782806146
19,40,19,1,1,38097.73910295482
14,36,57,5,0,36220.19958514715
17,42,23,5,1,35544.571470498246
17,36,35,5,0,37070.80308296852
16,33,34,1,0,32852.75493336998
13,48,55,5,0,35663.02870273072
9,39,62,3,1,28362.42127983329
17,49,40,2,1,41674.722438677185
9,38,63,1,1,31071.147944765657
16,58,47,5,0,42131.65153105924
13,32,38,3,0,31041.320262422294
11,37,27,2,0,25818.6366137615
19,42,60,2,0,38368.66757216175
15,52,30,5,1,38496.60617591968
15,58,29,3,0,40712.36727963795
17,59,26,1,0,40525.96281732448
15,37,21,5,1,29987.784217003384
19,28,56,2,1,42455.72549471681
11,52,41,2,1,33210.16608945757
19,51,51,2,0,39725.359545487874
9,36,56,5,1,26580.819710110587
16,38,58,4,0,37885.6038584073
20,46,22,4,1,38191.16244076568
11,25,32,4,0,22542.264353607374
20,54,21,3,0,45083.12168397373
16,56,56,5,0,40939.467404327756
16,53,25,2,0,35200.11453858022
13,39,62,3,0,32161.180367429133
20,44,41,4,0,40497.77370563017
9,23,45,1,1,22750.839061670824
18,29,60,3,0,40304.6076016148
15,29,44,3,0,35053.345411408365
20,43,18,5,0,39064.03344853377
18,40,51,3,0,39392.432521224684
13,30,34,5,1,29902.318357216693
16,46,54,1,0,40505.21565020962
17,35,55,2,0,38741.55971501231
19,45,43,2,1,44335.06613385367
15,49,41,4,0,40033.81136970766
15,35,56,4,1,31839.971595880215
9,26,38,1,0,25538.03365137011
12,35,47,2,0,32297.138097956857
10,54,64,4,1,29848.89620881157
10,35,30,3,1,25927.559364926015
10,59,54,5,1,33471.94787939801
12,31,20,4,0,24020.367793025547
9,54,49,1,1,29077.829100111285
12,40,52,2,1,31512.797198681827
10,55,36,1,0,27440.138050097976
13,36,31,5,0,29122.166722916594
11,51,39,5,0,33402.35493897739
20,60,34,1,1,48766.64818627254
16,25,21,4,0,28892.834140432893
12,43,62,4,1,27470.52867266468
9,46,57,2,1,30874.71559285454
9,39,36,2,1,28544.825710248562
20,44,54,3,1,45953.53121236318
18,21,19,3,0,32525.996283257176
11,28,32,2,0,23132.5462986215
17,47,19,3,1,38033.551359631514
15,57,28,1,1,38809.35795660359
10,22,62,4,0,24280.382247341706
17,39,40,3,0,37850.116136632605
18,25,27,3,1,33830.57894018911
10,58,20,1,1,30107.871209966914
11,52,22,5,1,24982.31550549467
19,20,20,2,1,35293.34505308154
18,56,55,1,1,42968.10350554992
10,25,30,5,0,26664.137739986076
11,53,59,1,1,33623.97937439249
14,34,36,4,0,32815.482339285605
17,45,57,1,1,38313.69355265424
17,33,52,1,0,36857.14499381305
15,26,41,4,1,32589.013489641795
20,50,41,2,0,43381.156857121074
11,43,34,5,0,28015.471457329353
12,50,57,3,1,34225.92632723365
14,48,27,2,1,29873.4909567731
19,51,19,1,0,39551.16908776288
13,36,61,3,0,34377.59288350556
10,33,40,4,0,24812.71128179443
14,59,23,2,1,39773.14444511436
11,55,19,5,0,29581.488904402675
16,43,38,2,1,32695.94965373283
10,46,52,2,1,30287.749601786472
9,44,46,3,1,24788.154437592973
17,51,24,4,1,38779.98709773037
20,37,46,4,1,40868.54361158922
11,37,54,2,1,28301.151708536134
19,56,40,4,0,45770.315364725706
9,45,50,3,0,24333.028198911907
15,28,25,3,1,29629.49048540613
18,54,29,5,0,39505.96020578423
13,27,63,4,0,33874.07825181004
13,39,27,5,1,29302.17119778195
9,41,32,1,0,23016.845498800838
17,38,41,3,1,37662.487034585385
15,49,43,2,1,34811.42763210274
16,47,64,3,1,38301.258488466876
17,54,59,1,1,43580.2364331197
14,30,56,2,0,26867.856784222156
20,50,20,4,0,40071.94333534093
13,58,19,4,1,31646.463394791714
14,55,23,3,0,37390.25373404942
19,49,38,2,1,42990.66163170981
10,42,26,2,1,25936.54669509685
12,38,27,5,0,28093.59610015321
11,31,53,1,0,28246.93707627658
15,34,20,4,1,31791.2049246538
17,50,58,3,0,41551.0710759811
13,56,41,2,1,38693.1478529265
14,56,39,4,1,35221.59312328827
18,34,31,3,0,37248.77525801537
20,48,59,4,1,45575.98421293642
20,45,62,3,0,47078.558082966156
10,21,61,4,1,23913.551438845625
11,39,44,5,1,27966.36720648025
11,34,50,1,1,25276.692568131548
20,23,39,4,1,40474.02967212755
20,41,46,1,1,39754.20550702839
17,57,36,4,0,41579.11290623361
15,42,36,2,1,37862.1913866574
16,45,23,5,0,39151.4708409172
19,30,62,5,0,40088.06300570956
18,47,36,1,0,39308.244799992
19,21,30,2,1,35551.76215861098
17,27,43,3,0,37001.47866054638
14,48,39,5,0,34235.80809025276
12,30,38,2,0,27252.523307192605
20,56,53,2,1,48645.41134725419
9,37,19,1,1,22887.35056868968
16,33,64,2,1,36693.8224347459
15,29,61,2,1,32647.736476361708
10,54,47,3,0,32554.06076692813
16,28,44,1,1,34494.15626971182
20,54,24,1,0,43176.55490173277
13,30,37,2,1,25476.0504719967
15,31,48,3,0,35408.99679078333
12,22,40,4,1,24131.504262295788
13,58,30,5,1,35003.83792203913
16,33,34,1,1,32442.931370569448
9,47,21,3,1,22853.802113386413
9,30,31,3,0,24456.30296894534
12,58,37,2,1,33503.31579848597
11,44,30,5,1,28382.080237302278
18,40,20,1,1,40901.01897811906
20,29,43,4,0,43970.07147086711
10,34,43,2,1,25606.091797094236
20,38,35,1,1,38485.70746654053
11,41,49,1,0,32427.623644455864
19,40,31,3,0,36910.782893853066
19,51,64,5,0,46050.39788553099
19,42,20,4,1,38364.215116603395
9,32,18,5,0,21851.998841303903
9,24,43,3,1,25052.58314169715
14,23,41,4,0,28126.311206245642
13,47,52,4,1,32883.678551706005
16,33,31,2,0,35216.10480006262
10,27,20,4,0,25977.636614073843
12,28,30,1,0,31548.347926607556
16,54,64,5,1,38298.3786549138
20,56,31,5,0,43460.778747467375
14,40,38,2,1,30736.914277306918
9,37,43,4,0,26893.103350797108
12,52,20,3,0,30521.73482705515
9,27,57,1,0,26355.5747499275
10,36,21,2,1,23509.771194769513
13,50,53,4,1,36199.05600886058
16,53,60,3,1,40242.11953650073
16,25,18,4,0,31084.460968413736
19,41,57,2,1,41247.518060899325
11,33,64,3,1,32220.087230450124
19,22,50,3,0,35374.56526079412
12,31,24,3,0,26372.539804064523
18,55,28,3,1,44361.767965877836
19,31,44,4,1,41651.963470457675
14,21,31,3,0,26613.564356569474
19,21,39,4,1,35015.27405950344
19,34,33,3,0,39628.14939722499
18,42,63,3,0,42999.86746538077
11,48,29,2,1,31379.807440909066
10,36,63,4,1,25681.480506808715
14,51,27,4,0,36531.586825439204
19,26,41,5,1,35997.139598454014
13,49,63,2,0,38269.347568271354
18,47,35,4,1,36669.15383420178
13,33,39,2,0,27772.091655804114
18,49,26,2,1,42842.03094885009
13,36,34,2,1,33652.07527452031
18,51,55,1,0,42900.67068165622
20,25,57,4,1,40041.42103199144
13,43,30,2,0,31067.892540913894
11,25,54,1,1,27729.45590184498
15,46,23,1,1,35009.621247363444
14,37,38,3,1,31610.53486141058
12,43,53,3,1,28029.053507659868
10,56,24,4,0,27512.59286368053
20,43,53,3,0,40789.993432661766
17,57,42,4,1,42631.62124331199
9,53,28,1,0,27637.787003160724
19,59,61,1,0,46177.502437956675
12,34,31,4,1,27398.46515062557
9,30,62,3,0,29632.20848116787
14,41,46,3,0,36092.787351078274
12,43,27,4,1,29710.64213510801
13,20,22,5,1,24623.90170101003
13,37,25,3,1,31979.99447405857
17,31,63,2,1,38221.0007854931
9,47,22,3,0,23803.342717305142
10,59,41,5,1,29718.82851862548
14,26,57,1,0,33223.723436782115
13,42,43,1,0,34104.64028353013
19,40,23,1,1,40071.20081653946
15,53,33,3,0,37715.11356793153
11,30,53,1,0,27191.45830932415
11,41,29,5,0,26511.63664165223
18,54,28,5,1,40897.16266296481
10,48,20,3,0,26435.9506987915
11,47,61,2,1,29998.413877603904
18,37,54,3,1,39735.50021466891
9,33,23,1,0,23779.934341276214
13,37,36,3,0,29719.23262526877
20,47,35,5,1,46074.50415715074
13,43,33,3,1,28896.36714920699
20,27,40,3,1,37751.69321300077
19,27,60,2,1,38754.428408360014
15,23,54,5,1,34144.98063441123
12,46,26,4,0,30224.7626251521
11,55,20,4,1,27727.89142128723
9,24,25,5,0,17055.457305954336
20,52,55,4,1,43526.51437269302
16,53,21,1,0,33193.43504668931
11,49,29,4,1,30946.95131216094
10,27,61,1,0,24381.833159316247
19,58,48,5,0,46261.12568587499
12,45,42,4,1,32287.606446529848
11,56,33,4,0,33383.17679263024
9,53,59,1,1,28570.685767360374
11,26,31,1,1,25609.452029867418
20,59,30,3,0,45043.36685426641
10,47,58,2,0,30448.933301192737
16,58,24,4,1,37961.96809509962
14,58,29,2,1,37183.82973554077
17,47,54,2,1,41765.12923573528
16,33,21,4,0,32694.96013067393
18,57,19,1,0,39381.20356134071
11,23,52,3,1,25151.264934108276
13,37,61,5,0,33070.85629583506
15,44,20,4,0,33743.64517053564
13,26,21,4,0,26617.078591285823
16,57,55,5,1,38316.40755133826
20,47,29,2,1,41690.68259084474
13,24,36,3,0,26845.83790919846
9,22,27,2,0,20630.158989985594
13,50,18,5,1,36372.31620174531
12,39,34,5,0,30060.30761899062
14,38,33,3,1,34424.48271414681
11,30,26,5,1,23731.832875679866
19,59,26,5,1,42943.77458262275
13,22,26,3,1,28957.351630873934
10,42,29,4,1,23139.115339268054
19,26,58,2,1,39033.17035415204
14,42,32,4,1,33841.30922317479
20,26,19,4,0,36954.835765667834
14,53,28,2,1,33264.21365105038
13,38,28,4,0,28876.555568333846
14,28,25,3,0,29730.792881019017
19,37,49,2,0,37659.02373817848
15,60,23,1,1,37049.2551497068
20,44,37,4,0,43951.707303588155
13,33,56,5,1,30975.736886091334
9,44,52,2,1,24380.04359417279
16,38,25,1,0,33075.92529431665
12,58,60,5,0,35352.46824965581
17,34,51,1,0,35246.936604469774
18,35,36,4,0,37661.26461444744
20,46,24,5,1,41944.094441213216
14,59,48,4,0,40005.173101698674
9,29,35,5,0,22470.152842171497
11,23,57,2,0,27023.447460645933
11,38,31,3,0,26098.09704190589
18,47,56,3,0,41045.6520627073
20,40,53,1,1,44708.37748802394
20,33,34,5,1,39531.00768144124
12,52,54,4,1,35453.204548382986
14,29,61,2,0,32806.42273453954
15,38,26,2,0,30412.33372244216
18,49,37,2,1,39114.196408769225
12,41,62,3,1,37236.779866461606
14,22,45,4,1,29699.07676630115
19,56,37,2,1,40169.34144348657
9,60,58,2,0,29023.382160996352
16,37,53,1,0,35274.28777551216
15,30,44,5,0,31113.429277274015
19,21,25,5,1,33001.58575737608
19,31,49,5,1,42524.73177087458
17,25,18,1,1,33629.325136418265
11,59,34,3,0,31300.356697928448
10,48,26,1,0,26025.46151445811
9,49,37,2,1,26676.61078589723
11,21,62,4,0,30461.54838067657
13,28,49,2,1,28269.92310930266
19,21,19,2,1,31445.669421528
10,48,49,4,1,30834.706620299326
20,52,62,5,0,48616.26779233513
11,29,26,1,1,27803.26855866163
12,53,47,3,1,32595.32348304206
15,27,37,2,0,30916.23917677675
11,56,55,2,1,37224.562009488225
17,52,18,3,1,38890.99945616619
16,25,22,1,0,31029.84780140531
12,59,52,2,1,36006.73416866103
9,38,53,3,1,25528.000327905786
9,51,18,2,1,26102.44962012153
9,46,31,5,0,26369.980524302846
9,20,26,5,1,21768.346927069226
16,52,47,2,1,37130.13928967461
11,59,41,2,1,33110.8559470985
14,51,21,5,0,30966.822506937686
11,24,31,2,0,28151.038889632044
19,36,42,1,0,39061.59187796717
13,27,21,1,1,23690.211793148243
15,53,42,4,0,42854.72171367745
10,28,27,1,1,22257.850288411726
14,42,52,2,0,34789.92858246304
14,54,24,2,0,30809.30961682088
19,26,59,3,0,39493.985743485384
11,34,30,1,0,29645.42766101747
14,39,21,5,1,32309.882132981147
18,44,60,5,0,38398.32874582521
18,22,53,4,1,35173.64219702049
13,43,31,3,1,33036.36235661756
20,53,35,5,1,45373.285302399025
10,41,25,4,0,24727.969478913503
17,30,49,1,0,37194.13805303655
16,27,44,3,1,31403.685390288927
11,58,59,3,0,31385.983437820676
16,54,54,2,1,35213.41697008496
17,57,40,1,0,42750.77401468556
11,27,24,3,0,24089.649059796004
11,56,29,4,1,30608.444239517183
10,46,42,5,0,22260.319856322327
16,47,20,1,1,35300.73252266112
18,59,43,1,1,44202.11101582829
9,53,21,3,0,22021.106437101298
16,51,59,3,0,40188.39983669652
15,34,53,3,0,34466.986909395215
15,36,32,4,1,31969.39632225747
11,52,49,2,0,34415.24558755811
9,35,46,3,0,27235.35455989585
12,48,27,2,0,36935.374107969976
17,28,38,2,0,32474.145048647504
13,52,33,1,1,34057.28286820295
9,48,64,5,0,32499.746317256177
13,32,36,5,1,28115.609753986184
16,40,46,4,0,39982.5117086316
16,40,35,4,0,36229.807856025596
13,24,61,5,0,26906.607141110715
20,29,33,5,1,36528.254762988654
17,25,18,1,1,31139.290918142207
9,32,19,1,0,21623.5380008832
12,20,32,5,1,27676.882064498466
11,39,56,3,1,29720.66027442814
10,27,45,3,0,27298.587029708557
16,29,18,1,0,31815.903296338714
15,28,22,2,0,30324.759336508207
17,60,59,5,0,42816.113396118075
10,22,39,4,0,25264.049121797696
12,30,53,3,0,29558.955446433778
14,31,63,2,1,32034.890635348864
19,29,30,3,0,37964.15921191849
11,44,18,2,0,26185.350579044603
16,44,33,5,0,35074.822658011995
11,30,58,5,0,30665.297056991312
20,55,39,5,1,44581.26742809512
10,58,49,1,1,35769.19110284449
11,45,33,2,1,30270.528759710916
19,33,32,4,0,36768.443433379936
14,58,63,4,0,37231.14203315699
10,59,59,5,1,30218.48036472615
16,20,29,4,1,32111.885742356284
9,23,18,3,0,18186.76954537649
15,49,34,2,0,31168.768467307767
10,31,58,2,0,23697.12839237708
18,54,45,2,0,40091.721247595655
20,32,24,3,0,39473.70683222787
14,50,26,1,1,33434.75360427569
20,57,39,3,0,47185.684350664975
10,42,43,2,1,25885.618752404007
10,23,29,2,0,21851.285634805925
18,35,24,2,1,39894.66692108099
